mean_phiN,mean_phiR,mean_N,q_N,mean_R,q_R,survive,mu,sigc,m,sigm,K,sigK,S,M,gamma,N_bar,qN_bar,R_bar,qR_bar,survive_bar,phiN_bar,phiR_bar,consumed_power,power_bar,opt_f,opt_f_bar
0.478,0.8178,0.674939316308,1.49190106427,0.984090152991,1.68486104011,0.478,1.0,1.0,1.0,0.1,1,1.0,10,100,0.1,0.308335201818,0.986926304401,0.0816814028024,0.207094178096,0.16767826335,0.16767826335,0.0425342215163,6.72551486437,3.07606931742,0.202818904817,0.0845216442287
0.356774193548,0.7176,0.465974012318,0.994821940202,0.656344186658,0.892194273342,0.356774193548,1.0,1.0,1.0,0.1,1,1.0,62,100,0.62,0.0829462996246,0.304545316593,0.0709792343027,0.153546981245,0.0513744491655,0.0513744491655,0.0496612525013,28.5652217516,5.14478605708,0.600445802221,0.14416455049
0.256140350877,0.6966,0.30023916836,0.600207673443,0.515260788388,0.569927098483,0.256140350877,1.0,1.0,1.0,0.1,1,1.0,114,100,1.14,0.0344005250045,0.143296211523,0.0486617574469,0.0874421260405,0.0333794694569,0.0333794694569,0.0439822691547,33.5169979068,3.83126182925,0.745283794641,0.152664734986
0.210361445783,0.6934,0.215763545886,0.384744447507,0.456647537648,0.441946627293,0.210361445783,1.0,1.0,1.0,0.1,1,1.0,166,100,1.66,0.0297414672388,0.0955016748776,0.0419295942761,0.0680537697526,0.0243611955227,0.0243611955227,0.0374491655448,34.8730845127,5.02513365021,0.805408598217,0.164114939566
0.175871559633,0.6968,0.171820039693,0.287122865148,0.415041035502,0.366619842533,0.175871559633,1.0,1.0,1.0,0.1,1,1.0,218,100,2.18,0.0186711621533,0.0492501654521,0.0295829767102,0.04065287529,0.0172518538835,0.0172518538835,0.0294916937459,36.3775425191,4.06838237458,0.892146110788,0.138578763733
0.144592592593,0.686,0.141067202635,0.237579704303,0.38466226402,0.316010215082,0.144592592593,1.0,1.0,1.0,0.1,1,1.0,270,100,2.7,0.0154016016819,0.0480226258833,0.0265944197698,0.0397524595389,0.0128291506197,0.0128291506197,0.0382099463491,37.1257983319,4.05947616045,0.961946942059,0.153769048989
0.127577639752,0.6808,0.115805788468,0.187627190715,0.368158043686,0.293855151726,0.127577639752,1.0,1.0,1.0,0.1,1,1.0,322,100,3.22,0.0139312577526,0.0389024526384,0.0235068244784,0.0285108751917,0.0156126880431,0.0156126880431,0.0429343685175,35.7995806277,4.38365464101,0.953784969078,0.172672086385
0.111550802139,0.689,0.0994517983471,0.15359560627,0.353848743645,0.269922449877,0.111550802139,1.0,1.0,1.0,0.1,1,1.0,374,100,3.74,0.0120167616312,0.0371646395551,0.0196402796804,0.0234316840754,0.0101609906965,0.0101609906965,0.0374299345444,35.8513010393,4.30346132912,0.972978419793,0.185264176185
0.0997183098592,0.6958,0.0872249895721,0.137516205643,0.339243663304,0.244025859125,0.0997183098592,1.0,1.0,1.0,0.1,1,1.0,426,100,4.26,0.00920568569401,0.0266132940152,0.0181411039566,0.0200004066147,0.01142534347,0.01142534347,0.0434092156114,35.4309885446,3.84421300753,1.01908010192,0.165241073574
0.0937656903766,0.7066,0.0771932748391,0.11261151736,0.335746176315,0.235767617907,0.0937656903766,1.0,1.0,1.0,0.1,1,1.0,478,100,4.78,0.00721572668942,0.0214283580863,0.021249365323,0.0195923654474,0.0105493278355,0.0105493278355,0.0383984374682,35.3529833342,3.22368855483,1.02405216868,0.162394237374
