mean_phiN,mean_phiR,mean_N,q_N,mean_R,q_R,survive,mu,sigc,m,sigm,K,sigK,S,M,gamma,N_bar,qN_bar,R_bar,qR_bar,survive_bar,phiN_bar,phiR_bar,consumed_power,power_bar,opt_f,opt_f_bar
0.0132203389831,0.7134,0.0846528658193,0.994852938696,0.68534841641,0.971893078084,0.0132203389831,1.0,0.1,1.0,0.1,1,1.0,531,100,5.31,0.0164954745489,0.432620868458,0.0170366553812,0.0659597999262,0.00399477600859,0.00399477600859,0.0336814489,36.1128412939,7.43974621087,0.319733981274,0.0903377550299
0.0114922813036,0.7062,0.0749106601788,0.875841004277,0.67697631916,0.960667972563,0.0114922813036,1.0,0.1,1.0,0.1,1,1.0,583,100,5.83,0.0146370377474,0.36001106231,0.0190949152606,0.0609809373958,0.0036828319989,0.0036828319989,0.0382565027152,34.3846182587,6.26826854241,0.306457122346,0.0851212601738
0.0106771653543,0.7152,0.0698559729214,0.866084888799,0.674778244594,0.942701255774,0.0106771653543,1.0,0.1,1.0,0.1,1,1.0,635,100,6.35,0.0136318184961,0.46355669109,0.0201637399585,0.0600599790389,0.00386119124333,0.00386119124333,0.032387651968,35.0718676725,7.26129159725,0.321705144557,0.0956819360404
0.0106841339156,0.7048,0.0648081232845,0.779003358685,0.674489087737,0.954822900526,0.0106841339156,1.0,0.1,1.0,0.1,1,1.0,687,100,6.87,0.013189761463,0.423861480797,0.0229846836049,0.0644553692166,0.0034274453626,0.0034274453626,0.0523923658561,34.9732055173,7.15060388631,0.319873703929,0.0904406157484
0.00960757780785,0.7106,0.0612895689454,0.696343389729,0.670214624715,0.928575624731,0.00960757780785,1.0,0.1,1.0,0.1,1,1.0,739,100,7.39,0.0129193688903,0.296080998992,0.0210802125407,0.0673138769409,0.00289276837976,0.00289276837976,0.0385440008302,35.9528136534,7.60119572699,0.325952745433,0.0909548299149
0.00892541087231,0.6946,0.058387763953,0.747897654306,0.66165609,0.931935906336,0.00892541087231,1.0,0.1,1.0,0.1,1,1.0,791,100,7.91,0.0127374107446,0.470836379831,0.0205438356353,0.0554860680671,0.00213664823649,0.00213664823649,0.0417712820009,36.1470729529,7.5688292042,0.346417949022,0.101518970554
0.00899169632266,0.6948,0.0561751666413,0.649558421817,0.663309405005,0.941093632222,0.00899169632266,1.0,0.1,1.0,0.1,1,1.0,843,100,8.43,0.00994473919555,0.231282621029,0.0169715511778,0.06306705641,0.00295457023972,0.00295457023972,0.0397612877055,37.3944730611,6.75359506446,0.340103345516,0.0755561681212
0.00831284916201,0.69,0.0523752925633,0.617876710062,0.660308936787,0.932373964375,0.00831284916201,1.0,0.1,1.0,0.1,1,1.0,895,100,8.95,0.00926876686421,0.289101096562,0.0242108276737,0.0675901528388,0.00293206158067,0.00293206158067,0.0393954312072,37.0750781253,6.65798201284,0.33899356923,0.0963536233006
0.00836325237592,0.7102,0.0494552647878,0.526514059389,0.662805534658,0.913755067613,0.00836325237592,1.0,0.1,1.0,0.1,1,1.0,947,100,9.47,0.010555762425,0.202970360362,0.0211221780957,0.0630518962608,0.00306659568633,0.00306659568633,0.0361933695585,36.8688045163,7.76344908068,0.34106911558,0.102535445179
0.00732,0.698,0.046804337025,0.570285915397,0.654336151033,0.901133094895,0.00732,1.0,0.1,1.0,0.1,1,1.0,1000,100,10.0,0.0105637478815,0.282554922016,0.0192353976777,0.0632693943876,0.00208269056751,0.00208269056751,0.0297321374946,36.2236366727,8.1277642693,0.341458120541,0.108043880172
